,text,ori_tweet
2029,told premiums soaring repealobamacare trump2016 ,I told you! Premiums are soaring! #RepealObamacare #Trump2016http://thehill.com/policy/healthcare/260758-unitedhealthcare-may-exit-obamacare-exchanges …
2030,thank support together makeamericagreatagain ,Thank you for your support! Together we can #MakeAmericaGreatAgain! #Trump2016pic.twitter.com/qni36GI6fV
2031,police paris fantastic job brave easy ,The POLICE in Paris did a fantastic job. Very brave - not easy!
2032,everyone saying right illegal immigration wall paris bandwagon ,"Everyone is now saying how right I was with illegal immigration & the wall. After Paris, they’re all on the bandwagon."
2033,eight syrians caught southern border trying get isis maybe told need big beautiful wall ,Eight Syrians were just caught on the southern border trying to get into the U.S. ISIS maybe? I told you so. WE NEED A BIG & BEAUTIFUL WALL!
2034,foxnews new hampshire poll realdonaldtrump rules gop race new hampshire trump 27 rubio 13 cruz 11 bush 9 carson 9 kasich 7 ,"""@FoxNews New Hampshire Poll: @realDonaldTrump 'Rules GOP Race in New Hampshire.' Trump 27, Rubio 13, Cruz 11, Bush 9, Carson 9, & Kasich 7"""
2035,via politico trump extends lead new hampshire poll ,"Via Politico: ""Trump Extends Lead in New Hampshire Poll""http://www.politico.com/story/2015/11/donald-trump-new-hampshire-215986 …"
2036,great new poll ,Great New Pollhttp://www.tampabay.com/blogs/the-buzz-florida-politics/fla-poll-trump-36-rubio-18-carson-15-cruz-10-bush-9/2254421 …
2037,thank support let makeamericagreatagain ,Thank you for all of your support! Let's #MakeAmericaGreatAgain! #Trump2016pic.twitter.com/G7o6b0cfZz
2038,great barbara walters interviews melania trump special friday night 10 00 abc ,The great Barbara Walters interviews Melania Trump and me on a Special Friday night at 10:00 on ABC.… https://instagram.com/p/-NCErPmhei/ 
2039,melania interview legendary barbarajwalters watch abc2020 friday tonight talk isis wntonight ,Melania and I just had interview with the legendary @BarbaraJWalters. Watch #abc2020 this Friday. Tonight we talk ISIS @WNTonight
2040,president ,What is our President doing? https://instagram.com/p/-MO-OYmhZh/ 
2041,refugees syria pouring great country knows could isis president insane ,Refugees from Syria are now pouring into our great country. Who knows who they are - some could be ISIS. Is our president insane?
2042,along almost everyone else little confidence president obama horrible attitude man resigned defeat ,"I, along with almost everyone else, have so little confidence in President Obama. He has a horrible attitude-a man who is resigned to defeat"
2043,many great polls like reuters big leads everywhere new hampshire really special win big make america great ,So many great polls like Reuters - big leads everywhere. New Hampshire really special! We will win big and MAKE AMERICA GREAT AGAIN!
2044,thank tennessee ,Thank you Tennessee! #Trump2016pic.twitter.com/RNZ3hvbVvM
2045,received copy sarahpalinusa new book great read sarah terrific person ,Just received a copy of @SarahPalinUSA new book -- a great read! Sarah is a terrific person.
2046,leaving knoxville tn crowd amazing people trump2016 ,"Just leaving Knoxville, TN --- what a crowd, what amazing people! #Trump2016 #MakeAmericaGreatAgainpic.twitter.com/5qr5deOlEl"
2047,landing knoxville tennessee massive crowd expected great time despite serious subject matter ,"Just landing in Knoxville, Tennessee! Massive crowd expected! Will all have a great time, despite serious subject matter."
2048,discussing syrianrefugees ericbolling foxnews back 10 3 2015 ,Discussing #SyrianRefugees with @EricBolling on @FoxNews back on 10/3/2015. #ISISpic.twitter.com/rUX57o2BzM
2049,landing knoxville tennessee shortly tremendous crowd expected simple want makeamericagreatagain ,"Will be landing in Knoxville, Tennessee shortly - tremendous crowd expected. It's all very simple, we want to #MakeAmericaGreatAgain!"
2050,republicans must stop listening dopes like karlrove still insists mitt romney last election think big think strong ,Republicans must stop listening to dopes like @KarlRove who still insists Mitt Romney won the last election. Think big & think strong!
2051,wow macys shares 40 year never knew ties shirts sold would big impact ,"Wow, @Macys shares are down more than 40% this year. I never knew my ties & shirts not being sold there would have such a big impact!"
2052,interesting article highly respected wayne allyn root ,Interesting article from highly respected Wayne Allyn Roothttp://www.theblaze.com/contributions/islamic-state-terrorist-attack-proves-donald-trump-was-right-about-border-and-immigration/ …
2053,remember one said attack oil isis source wealth long time ago everyone scoffed attacking oil ,"Remember, I was the one who said attack the oil (ISIS source of wealth) a long time ago. Everyone scoffed, now they're attacking the oil."
2054,tom brady great guy without question best quarterback ,"Tom Brady just did it again. He is not only a great guy, he is, without question, the BEST quarterback!"
2055,president obama told president putin important russian air strikes isis told ,President Obama just told President Putin how important the Russian air strikes against ISIS have been. I TOLD YOU SO!
2056,parker votes finally voice let part vote r primary 4 trump2016 trumparmy ,"""@Parker_Votes: We finally have a voice with  Let’s do our part & VOTE IN THE R PRIMARY, 4 #Trump2016 #TrumpArmy pic.twitter.com/fIl3hXOERS"""
2057,davenorthyv anybody ever realize hillaryclinton make eye contact anyone even camera sign lying ,"""@davenorthYV: Does anybody ever realize that HillaryClinton doesn't make eye contact with anyone, even the camera. That's a sign of lying"""
2058,glad see rondarousey lost championship fight last night soundly beaten nice person ,Glad to see that @RondaRousey lost her championship fight last night. Was soundly beaten - not a nice person!
2059,thewatcher23579 one paris terrorist came syrian refugee donald trump right bomb oil take away funding ,"""@thewatcher23579: One of Paris terrorist came as Syrian refugee. Donald Trump is right again. BOMB THEIR OIL - TAKE AWAY THEIR FUNDING"""
2060,need strong tough brilliant leadership ever make america great ,"We need strong, tough and brilliant leadership now more than ever!  MAKE AMERICA GREAT AGAIN!"
2061,president obama issue words radical islamic terrorism say unless problem solved ,"When will President Obama issue the words RADICAL ISLAMIC TERRORISM? He  can't say it, and unless he will,  the problem will not be solved!"
2062,tasteofaz poll trump surges 42 nationally bad news marco rubio great news ,"""@tasteofaz: Poll: Trump Surges to 42% Nationally; ‘Bad News for Marco Rubio’ http://www.breitbart.com/big-government/2015/11/14/poll-trump-surges-to-42-nationally-bad-news-for-marco-rubio/ … @realdonaldtrump""  Great news!"
2063,wow bernie sanders admitted real unemployment rate 10 actually 20 african american youth 51 ,"Wow, Bernie Sanders just admitted that the real unemployment rate is 10% (it is actually over 20%) and for  African American youth - 51%."
2064,hillary sanders well failed former mayor baltimore stage malley clown ,"Hillary and Sanders are not doing well, but what is the failed former Mayor of Baltimore doing on that stage? O'Malley is a clown."
2065,president obama use term islamic terrorism time much death time ,"Why won't President Obama use the term Islamic Terrorism? Isn't it now, after all of this time and so much death, about time!"
2066,great news new hampshire donaldtrump pulling away pack w 2nd 17 behind trump2016 ,"Great news out of New Hampshire! DonaldTrump is pulling away from the pack w/ 2nd is 17% behind him! #Trump2016 pic.twitter.com/hASWradHMe"""
2067,shawnlivinlife still heard wh say words islamic terrorist call trump2016 happen fast enough ,"""@shawnlivinlife: I still haven't heard the WH say the words islamic terrorist. Call it what it is. #Trump2016 can't happen fast enough."
2068,abcinsc realdonaldtrump tough man tough job tough times gloves game ,"""@ABCinSC: @realDonaldTrump - a tough man for a tough job in tough times. Gloves off, game on! https://twitter.com/KatrinaPierson/status/665582866525503490 …"""
2069,need much tougher much smarter leadership need ,"We need much tougher, much smarter leadership - and we need it NOW!"
2070,president obama said isil continues shrink interview hours horrible attack paris bad change ,"President Obama said ""ISIL continues to shrink"" in an interview just hours before the horrible attack in Paris. He is just so bad! CHANGE."
2071,prayers victims hostages horrible paris attacks may god ,My prayers are with the victims and hostages in the horrible Paris attacks. May God be with you all.
2072,boy guy shepnewsteam tough totally biased reporter ashamed trump2016 ,"Boy is this guy @ShepNewsTeam tough on me. So totally biased. As a reporter, he should be ashamed of himself! #Trump2016"
2073,laughed said bomb isis controlled oil fields laughing said trump2016 ,They laughed at me when I said to bomb the ISIS controlled oil fields. Now they are not laughing and doing what I said. #Trump2016
2074,thank jaketapper giving credit vision bombing oil fields done long ago trump2016 ,Thank you @JakeTapper for giving me credit for my vision on bombing the oil fields. Should have been done long ago. #Trump2016
2075,great honor inducted nj boxing hall fame last night thank timing could better ,Great honor to be inducted into the NJ Boxing Hall of Fame last night. Thank you! Timing could not have been better!pic.twitter.com/IU6peXoVL2
2076,drudge report reuters 5 day rolling poll trump 34 carson rubio cruz thank great honor ,"""@DRUDGE_REPORT: REUTERS 5-DAY ROLLING POLL: TRUMP 34%, CARSON 19.6%, RUBIO 9.7%, CRUZ 7.7%..."" Thank you - a great honor!"
2077,happy friday 13th ,Happy Friday the 13th https://instagram.com/p/-B_ci4mhdA/ 
2078,thank iowa appreciate support iowacentral ethanolbypoet evening trump2016 ,Thank you Iowa! I appreciate all of your support @IowaCentral & @ethanolbyPOET this evening! #Trump2016 #IACaucuspic.twitter.com/mJzLcXjtpf
2079,first candidate virginia 16 000 validated signatures ballot honor thank trump2016 makeamericagreatagain ,"First candidate in Virginia with over 16,000 validated signatures for the ballot. An honor - thank you! #Trump2016 #MakeAmericaGreatAgain"
2080,macy disloyal bc strong stance illegal immigration stock crashed ,Macy’s was very disloyal to me bc of my strong stance on illegal immigration. Their stock has crashed! #BoycottMacyspic.twitter.com/WsvZtwZbBf
